hhnum	eventid	itemnum	itemdesc
104223	8286	3	GRILLED CHEESE SANDWICH
104223	8286	4	TEA
104223	8286	2	TURKEY BURGER
104224	10770	6	WATER, NFS
104224	10770	3	SALAD
104224	10770	2	NOODLES
104224	10770	4	BREAD
104224	10770	5	BEANS
104224	10770	1	BEEF BRISKET
104225	58586	1	BURRITO SUPREME
104225	58587	2	PIZZA, CHEESE
104225	58587	1	BURRITO SUPREME
104225	58588	1	HAMBURGER
104225	58588	2	FRENCH FRIES
104225	58589	2	SIDE SALAD
104225	58589	3	ITALIAN DRESSING
104225	58589	1	CHEEESE GARLIC BREAD
104225	58590	1	BBQ CHEESE PIZZA
104225	58591	1	PIZZA SAUSAGE PEPPERONI ONION MUSHROOMS PEPPERS
104225	58592	2	ONION RINGS
104225	58592	3	COLESLAW
104225	58592	1	KUNKLE BURGER
104225	58593	1	CHEESY GARLIC BREAD
104225	58593	3	ITALIAN DRESSING
104225	58593	2	SIDE SALAD
104225	58598	1	CHEF SALAD
104225	58598	2	RANCH DRESSING
104225	67911	1	BURRITO SUPREME
104225	67911	2	REGULAR SODA, ORANGE, CHERRY
104230	7297	4	SALAD
104230	7297	1	CHICKEN NUGGETS
104230	7297	5	RANCH DRESSING
104230	7297	2	CHEESE POTATOES
104230	7297	3	CHOCOLATE MILK, 1 PERCENT (%), LOW FAT
104230	7304	3	FRITO LAYS PEANUTS
104230	7304	4	POTATO CHIP LAYS
104230	7304	1	REGULAR SODA, COCA COLA, COKE, PEPSI
104230	7304	2	KROGER
104230	7664	4	Bean Burrito
104230	7664	3	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
104230	7664	2	Crunchy Taco, Beef
104230	7664	1	Burrito Supreme, Beef
104230	7664	6	REGULAR SODA, DR PEPPER, ROOT BEER
104230	7664	5	Double Decker Taco, Beef
104230	7666	3	STEAMED VEGETABLES
104230	7666	2	ROLL WHOLE WHEAT
104230	7666	1	CHICKEN NUGGETS
104230	7666	4	CHOCOLATE MILK, 1 PERCENT (%), LOW FAT
104230	7673	2	PORK EGG ROLL
104230	7673	1	CORN DOGS
104230	7674	1	DONUTS
104230	7674	2	REGULAR SODA, COCA COLA, COKE, PEPSI
104230	7676	1	CORN DOGS
104230	7676	2	PORK EGG ROLL
104230	7681	2	CHEESE POTATOES
104230	7681	3	RANCH SALAD DRESSING
104230	7681	4	CHOCOLATE MILK, 1 PERCENT (%), LOW FAT
104230	7681	1	CHICKEN NUGGETS
104230	8269	3	APPLE
104230	8269	1	CHICKEN SANDWICH
104230	8269	2	SALAD
104230	8269	4	CHOCOLATE MILK, 1 PERCENT (%), LOW FAT
104230	8271	1	GRILLED CHEESE SANDWICH
104230	8271	3	SALAD
104230	8271	4	CHOCOLATE MILK, 1 PERCENT (%), LOW FAT
104230	8271	2	APPLE
104234	46986	2	REGULAR SODA, COCA COLA, COKE, PEPSI
104234	46986	1	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
104234	46990	1	McDouble
104234	46992	2	PIZZA, SAUSAGE
104234	46992	1	Pepperoni Round Hot-n-Ready Pizza, 14""
104234	48519	1	BIG JACK COMBO
104234	48519	2	FRENCH FRIES
104234	48519	3	DRINK
104234	48520	1	ICE CREAM (OTHER OR UNKNOWN TYPE)
104234	48521	1	BIG JACK COMBO BURGER
104234	48521	2	FRENCH FRIES
104234	48521	3	REGULAR SODA, COCA COLA, COKE, PEPSI
104234	48522	1	BREAKFAST SPECIAL
104234	48522	2	REGULAR SODA, COCA COLA, COKE, PEPSI
104234	48523	1	CHICKEN FINGER COMBO
104234	48523	2	FRENCH FRIES
104234	48523	3	REGULAR SODA, COCA COLA, COKE, PEPSI
104234	67380	1	McDouble
104234	67381	1	MELLOW YELLOW
104234	67383	1	FINGER COMBO
104234	67383	2	REGULAR SODA, DR PEPPER, ROOT BEER
104234	67385	1	ENERGY DRINK (RED BULL, MONSTER, OR ANY TYPE)
104240	21674	2	WATER, NFS
104240	21674	1	FRIED CHICKEN
104240	21676	1	COFFEE (OTHER OR UNKNOWN TYPE)
104240	22829	3	REGULAR SODA, COCA COLA, COKE, PEPSI
104240	22829	2	CHICKEN OR TURKEY TERIYAKI
104240	22829	1	RICE WITH VEGETABLES
104240	22830	2	French Fries
104240	22830	3	CHOCOLATE SHAKE
104240	22830	1	Angus Bacon & Cheese
104240	22839	1	COFFEE (OTHER OR UNKNOWN TYPE)
104240	22840	1	COFFEE (OTHER OR UNKNOWN TYPE)
104240	23174	2	REGULAR SODA, COCA COLA, COKE, PEPSI
104240	23174	1	CHEESEBURGER
104240	23175	1	CAKE
104240	23175	2	COFFEE
104240	23175	3	REGULAR SODA, COCA COLA, COKE, PEPSI
104240	63247	1	COFFEE
104240	63248	1	COFFEE
104248	29590	2	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
104248	29590	1	BAG OF CHIPS
104248	30817	1	PIZZA, SAUSAGE
104255	56243	1	DONUT (DOUGHNUT), ANY TYPE
104255	56244	2	Hotcake Syrup
104255	56244	1	Hotcakes
104255	56245	1	WATER, NFS
104255	56246	1	Chicken Wings w/ Buffalo Sauce
104255	56246	3	WATER, NFS
104255	56246	2	Dippable Veggies
104255	56249	1	Hotcakes
104255	56250	1	Mexican Pizza
104255	56258	1	COFFEE (OTHER OR UNKNOWN TYPE)
104255	56258	2	CROISSANT
104255	56259	2	CROISSANT
104255	56259	1	COFFEE (OTHER OR UNKNOWN TYPE)
104255	56260	1	CANDY (ANY TYPE)
104255	56261	1	GUM
104255	56271	1	NAKED JUICE
104255	56272	2	COFFEE (OTHER OR UNKNOWN TYPE)
104255	56272	1	Made from Scratch Biscuit
104255	69043	1	TACO POLLO
104255	69043	2	CHAMOURRADO CHICO
104255	69047	1	Chicken Mcnuggets
104255	69047	2	WATER, BOTTLED
104255	69047	3	French Fries
104263	40792	1	Spicy Chicken Sandwich
104263	40792	3	OREO COOKIE SHAKE
104263	40792	2	Natural-Cut French Fries
104263	40793	1	BAGEL
104263	40793	2	CREAM CHEESE
104263	40796	3	CREAM CHEESE
104263	40796	1	GRANOLA BAR
104263	40796	2	BAGEL
104263	40797	3	RICE
104263	40797	4	BEANS
104263	40797	2	CORN TORTILLA
104263	40797	1	CHICKEN THIGH
104263	40797	5	REGULAR SODA, ORANGE, CHERRY
104263	40798	2	COOKIE, CHOCOLATE CHIP
104263	40798	3	REGULAR SODA, ORANGE, CHERRY
104263	40798	1	CHEESE DORITOS
104263	40798	4	HAM AND CHEESE SANDWICH WITH MAYONNAISE
104263	40802	1	BURRITO WITH SAUSAGE AND EGG
104263	40803	1	COFFEE (OTHER OR UNKNOWN TYPE)
104263	40804	3	TORTOLLAS
104263	40804	6	RICE AND BEANS
104263	40804	1	BARCH BOVIDAS SOUP
104263	40804	2	CORN TORTILLAS
104263	40804	7	SAUSAGE AND EGG OMELET
104263	40804	4	HORCHATA DRINK
104263	40804	5	OMELET WITH HAM AND EGG
104263	40805	2	COFFEE (OTHER OR UNKNOWN TYPE)
104263	40805	1	CUPCAKE
104263	40806	1	SAUSAGE HAM AND EGG ROLL
104263	40806	2	WATER, NFS
104263	40808	1	ICE CREAM BAR
104263	40812	1	FRENCH TOAST STICKS
104263	40813	1	Classic Chicken Burrito
104263	40814	1	Spicy Chipotle Burrito
104263	40815	1	Pollo Bowl
104263	40816	1	WATER, NFS
104263	40816	2	HOMEMADE CHEESECAKE
104263	40818	1	Chicken Thigh
104263	43322	1	TRIX CEREAL
104263	43323	1	POPCORN WITH EXTRA BUTTER
104263	43323	2	CHERRY FLAVORED ICEE
104263	43324	1	VANILLA YOGURT WITH REESES PIECES
104263	43325	1	KUNG POW SHRIMP
104263	43325	2	WHITE RICE
104263	43326	14	BUTTER
104263	43326	6	EGG BREAKFAST
104263	43326	10	CHOCOLATE MILK, WHOLE
104263	43326	4	SAUSAGE LINK
104263	43326	11	REGULAR SODA, COCA COLA, COKE, PEPSI
104263	43326	5	BACON STRIP
104263	43326	8	GARLIC FRIES
104263	43326	1	MELTING POT OMELET
104263	43326	13	WHITE TOAST
104263	43326	7	CALIFORNIA BURGER
104263	43326	2	PANCAKES
104263	43326	3	HASH BROWNS
104263	43326	12	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
104263	43326	9	MILK, WHOLE
104263	43327	2	Doritos Locos Taco, Beef
104263	43327	1	Gordita Supreme, Beef
104263	43328	1	COFFEE (OTHER OR UNKNOWN TYPE)
104263	43329	1	CHICKEN TAMALE
104263	43329	3	FRIED CHIMICHANGA BURRITO
104263	43329	4	WATER, NFS
104263	43329	2	FISH FILET
104263	43330	1	SKITTLES
104263	43332	3	FISH FILET
104263	43332	1	SAUSAGE SANDWICH WITH EGG HASH BROWNS AND TOMATO LETTUCE
104263	43332	2	REGULAR SODA, COCA COLA, COKE, PEPSI
104263	59004	1	VANILLA YOGURT WITH REESES PIECES
104272	45953	3	PEACH
104272	45953	5	MILK, 2 PERCENT (%), REDUCED FAT
104272	45953	4	PEAS AND CARROTS
104272	45953	1	STEW, BEEF OR LAMB
104272	45953	2	BREAD (ANY TYPE)
104272	45956	3	BROCCOLI
104272	45956	6	MILK, 2 PERCENT (%), REDUCED FAT
104272	45956	2	TACO, WITH BEEF (INCLUDES HARD OR SOFT TACO)
104272	45956	4	CHEESE (OTHER OR UNKNOWN TYPE)
104272	45956	5	BREAD (ANY TYPE)
104272	45956	1	BAKED POTATO
104272	45961	1	HAMBURGER
104272	45961	6	PEAR
104272	45961	2	GRAVY
104272	45961	5	BREAD (ANY TYPE)
104272	45961	7	MILK, 2 PERCENT (%), REDUCED FAT
104272	45961	3	CORN
104272	45961	4	SPINACH
104272	45963	4	BBQ Baked Beans
104272	45963	1	Crispy Strips
104272	45963	6	GRAVY
104272	45963	2	Sweet Kernel Corn
104272	45963	3	Mashed Potatoes
104272	45963	5	Biscuit
104272	46769	4	JUICE, APPLE
104272	46769	2	POTATOES DICED RED
104272	46769	5	MILK, 2 PERCENT (%), REDUCED FAT
104272	46769	1	SALMON PATTY
104272	46769	3	HAMBURGER BUN
104272	46771	1	SPAGHETTI OR PASTA WITH TOMATO SAUCE AND/OR MEAT
104272	46771	5	BREAD STICK
104272	46771	3	CAULIFLOWER WITH CHEESE SAUCE
104272	46771	4	GREEN BEANS WITH ONIONS
104272	46771	6	PINEAPPLE
104272	46771	7	MILK, 2 PERCENT (%), REDUCED FAT
104272	46771	2	MEATBALLS
104280	51365	4	Choco Minto Brownie Blizzard
104280	51365	2	REGULAR SODA, DR PEPPER, ROOT BEER
104280	51365	1	Cheeseburger
104280	51365	3	French Fries
104282	46708	1	LIVER AND ONIONS
104282	46708	3	TOSSED SALAD
104282	46708	2	FRENCH FRIES
104282	46709	5	Cole Slaw
104282	46709	3	DIET SODA, COKE, PEPSI
104282	46709	9	Hushpuppy
104282	46709	1	Chicken Strips
104282	46709	6	COFFEE (OTHER OR UNKNOWN TYPE)
104282	46709	7	Battered Alaskan Pollock
104282	46709	4	Hushpuppy
104282	46709	2	Fries
104282	46709	8	Fries
104282	47775	3	BAKED BEANS
104282	47775	5	COFFEE (OTHER OR UNKNOWN TYPE)
104282	47775	6	MILK
104282	47775	4	WHITE BREAD
104282	47775	1	TUBE STEAK
104282	47775	2	FRIED POTATOES
104282	47777	2	APPLE PIE
104282	47777	1	COFFEE WITH CREAM
104282	47777	3	ICE CREAM
104282	48084	1	HOT DOG ON BUN
104282	48084	3	WATER, NFS
104282	48084	2	CHILI, WITH MEAT
104282	68830	3	COLE SLAW
104282	68830	1	SHRIMP
104282	68830	2	FRENCH FRIES
104282	68835	1	APPLE CRISP
104282	68835	2	MILK
104282	68840	2	ICE CREAM
104282	68840	4	DIET SODA, COKE, PEPSI
104282	68840	3	PRETZELS
104282	68840	1	CAKE
104282	68842	4	WATER, NFS
104282	68842	2	FRIED POTATOES
104282	68842	3	BREAD
104282	68842	1	CUBE STEAK
104283	30942	1	MEXICAN FAJITAS
104283	30942	2	WATER, NFS
104283	30945	3	COFFEE (OTHER OR UNKNOWN TYPE)
104283	30945	1	HAM AND EGG CROISSANT
104283	30945	2	BIGNETTE
104283	30947	4	SALSA
104283	30947	1	CHICKEN FAJITA
104283	30947	3	QUESO DIP
104283	30947	2	CHIPS
104283	30951	1	HAMBURGER STEAK
104283	30951	3	WATER, NFS
104283	30951	2	POTATO SALAD
104283	30954	4	WATER, NFS
104283	30954	3	GRILLED FISH
104283	30954	2	GUMBO
104283	30954	1	RAW OYSTER
104283	30956	2	WATER, NFS
104283	30956	3	POTATO CHIPS
104283	30956	1	COLD CUT SUBMARINE SANDWICH
104283	30960	2	WATER, NFS
104283	30960	1	PRIME RIB SANDWICH
104283	30962	3	BROCCOLI
104283	30962	4	ROLL (ANY TYPE)
104283	30962	2	MASHED POTATOES
104283	30962	5	WATER, NFS
104283	30962	1	TURKEY (ROASTED)
104283	30970	1	CHICKEN FAJITA
104283	30970	2	MILK, SKIM OR FAT FREE
104283	30971	3	MILK, SKIM OR FAT FREE
104283	30971	1	FRIED FISH
104283	30971	2	HUSH PUPPIES
104283	30973	4	MILK, SKIM OR FAT FREE
104283	30973	1	BBQ CHICKEN SANDWICH
104283	30973	2	GREEN BEANS
104283	30973	3	FRENCH FRIES
104283	30975	2	MILK, SKIM OR FAT FREE
104283	30975	3	TEA, SWEET
104283	30975	1	CORN DOG
104283	31784	4	STRAWBERRY SHORTCAKE
104283	31784	2	FIELD PEAS
104283	31784	5	WATER, NFS
104283	31784	1	PORK
104283	31784	3	LETTUCE SALAD
104283	31786	1	PIZZA, CHEESE
104283	31786	2	MILK, SKIM OR FAT FREE
104283	56200	2	MILK, SKIM OR FAT FREE
104283	56200	1	CORN DOG
104283	56200	3	TEA, SWEET
104283	56202	4	STRAWBERRY SHORTCAKE
104283	56202	5	WATER, NFS
104283	56202	1	PORK CHOPS
104283	56202	2	FOOD PEAS
104283	56202	3	SALAD
104283	56203	1	COFFEE (OTHER OR UNKNOWN TYPE)
104290	16883	1	COFFEE (OTHER OR UNKNOWN TYPE)
104290	16885	2	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
104290	16885	1	RICE AND VEGETABLE
104290	16887	2	Fries
104290	16887	3	TEA, ICED
104290	16887	1	Hamburger
104290	17461	1	Cheesy Fiesta Potatoes
104290	17461	7	TEA, SWEET
104290	17461	3	Crunchy Taco, Beef
104290	17461	5	Chalupa Supreme, Chicken
104290	17461	6	Crunchy Taco, Beef
104290	17461	2	Mexican Pizza
104290	17461	4	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
104290	17462	1	Mexican Rice
104290	17464	1	Tuna, Footlong
104290	17464	2	Chips
104290	17464	3	WATER, NFS
104290	17465	2	JUICE, ORANGE
104290	17465	1	OATMEAL
104290	17466	1	French Fries
104290	17466	3	Filet-O-Fish
104290	17466	2	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
104290	17467	3	GARDEN PITA
104290	17467	2	VITAMIN WATER
104290	17467	1	DAGWOOD
104290	17468	2	ENGLISH MUFFINS
104290	17468	1	OATMEAL
104290	17468	3	JUICE, ORANGE
104290	17468	4	BAKED POTATO
104290	17490	4	FRUIT DRINK (E.G., HI-C, KOOLAID)
104290	17490	3	RICE WITH BEANS
104290	17490	1	MACARONI AND CHEESE
104290	17490	2	FISH
104290	17490	6	FRUIT
104290	17490	5	COOKIES
104290	17866	1	Original Chicken Sandwich
104290	17867	1	GLAZED DONUTS
104294	36171	1	GRILLED CHEESE SANDWICH
104294	36171	5	FRUIT DRINK (E.G., HI-C, KOOLAID)
104294	36171	2	GREEN BEANS
104294	36171	3	PEARS
104294	36171	4	CHOCOLATE MILK, 1 PERCENT (%), LOW FAT
104294	36172	1	CHICKEN NUGGETS
104294	36172	6	JUICE, GRAPE
104294	36172	3	PEACHES SLICED
104294	36172	5	CHOCOLATE MILK, 1 PERCENT (%), LOW FAT
104294	36172	2	MASHED POTATOES
104294	36172	4	CORN
104294	37135	4	STEAKS
104294	37135	1	FRIED CHICKEN LEGS
104294	37135	3	CORN ON THE COB
104294	37135	2	MASHED POTATOES
104294	37135	5	GRAVY
104294	37430	4	CHOCOLATE MILK, 1 PERCENT (%), LOW FAT
104294	37430	2	CORN ON THE COB
104294	37430	1	BAKED CHICKEN
104294	37430	3	FRUIT JUICE
104294	37430	6	COMBO
104294	37430	5	APPLE
104294	37431	5	BANANA
104294	37431	4	CHOCOLATE MILK, 1 PERCENT (%), LOW FAT
104294	37431	2	EGGS WITH CHEESE
104294	37431	1	FRENCH TOAST
104294	37431	3	JUICE, ORANGE
104294	37432	2	SALAD
104294	37432	3	FRUIT JUICE
104294	37432	4	CHOCOLATE MILK, 1 PERCENT (%), LOW FAT
104294	37432	5	PEACHES
104294	37432	1	PIZZA, CHEESE
104301	61450	2	COFFEE
104301	61450	1	Fruit & Maple Oatmeal
104301	61453	1	Fruit & Maple Oatmeal
104301	61453	2	COFFEE
104301	61462	1	COFFEE
