eventid	hhnum	pnum	date	placetype	placedist_s	totalpaid	breakfast	lunch	dinner_supper	snack_drink	desc
14125	101292	1	6/9/2012 12:00:00 AM	214	2.2433538942771	13	0	1	0	0	Restaurant, Mexican/Tex-Mex/Latin American
14127	101292	1	6/10/2012 12:00:00 AM	214	2.2433538942771	18	0	1	0	0	Restaurant, Mexican/Tex-Mex/Latin American
57495	101323	10	8/12/2012 12:00:00 AM	214		8.43	0	1	1	0	Restaurant, Mexican/Tex-Mex/Latin American
50068	116639	1	11/2/2012 12:00:00 AM	214	1.29796643237003	5.5	0	1	0	0	Restaurant, Mexican/Tex-Mex/Latin American
70783	105566	1	1/5/2013 12:00:00 AM	214			0	1	0	0	Restaurant, Mexican/Tex-Mex/Latin American
32757	118089	1	8/26/2012 12:00:00 AM	214	4.39369344486578	15.51	0	1	0	0	Restaurant, Mexican/Tex-Mex/Latin American
41713	108849	1	9/25/2012 12:00:00 AM	214	2.09196499505157	14.63	1	0	0	0	Restaurant, Mexican/Tex-Mex/Latin American
45526	114319	1	10/13/2012 12:00:00 AM	214		22.07	1	0	0	0	Restaurant, Mexican/Tex-Mex/Latin American
47796	107074	2	10/20/2012 12:00:00 AM	214	34.7179540977233	26.8	0	0	1	0	Restaurant, Mexican/Tex-Mex/Latin American
56207	101718	1	10/4/2012 12:00:00 AM	214	0.833687781599959	9.49	0	1	0	0	Restaurant, Mexican/Tex-Mex/Latin American
28397	106871	1	8/11/2012 12:00:00 AM	214	3.3866368599166	29.99	0	1	0	0	Restaurant, Mexican/Tex-Mex/Latin American
25225	114612	2	8/5/2012 12:00:00 AM	214	10.1206672806904	9.3	1	0	0	0	Restaurant, Mexican/Tex-Mex/Latin American
59118	102615	1	6/9/2012 12:00:00 AM	214		31.79	0	0	1	0	Restaurant, Mexican/Tex-Mex/Latin American
24065	100158	1	7/18/2012 12:00:00 AM	211	6.0354248380923	65	0	1	0	0	Restaurant, American
57103	100158	3	7/18/2012 12:00:00 AM	211	6.0354248380923		0	0	1	0	Restaurant, American
13779	114712	7	6/8/2012 12:00:00 AM	214		0	0	1	0	0	Restaurant, Mexican/Tex-Mex/Latin American
13780	114712	8	6/8/2012 12:00:00 AM	214		0	0	0	1	0	Restaurant, Mexican/Tex-Mex/Latin American
13781	114712	11	6/8/2012 12:00:00 AM	214		0	0	0	0	0	Restaurant, Mexican/Tex-Mex/Latin American
13782	114712	10	6/8/2012 12:00:00 AM	214		0	0	0	0	0	Restaurant, Mexican/Tex-Mex/Latin American
13783	114712	9	6/8/2012 12:00:00 AM	214		0	0	0	0	0	Restaurant, Mexican/Tex-Mex/Latin American
67103	104506	1	11/24/2012 12:00:00 AM	214		17	0	0	1	0	Restaurant, Mexican/Tex-Mex/Latin American
18424	113710	1	7/7/2012 12:00:00 AM	214	8.56803833728829	13	0	1	0	0	Restaurant, Mexican/Tex-Mex/Latin American
62799	119421	1	5/26/2012 12:00:00 AM	214	6.77966713333418	8.96	0	1	0	0	Restaurant, Mexican/Tex-Mex/Latin American
37840	117174	2	9/14/2012 12:00:00 AM	214		8	0	1	0	0	Restaurant, Mexican/Tex-Mex/Latin American
32492	109505	1	8/25/2012 12:00:00 AM	214		0	0	1	0	0	Restaurant, Mexican/Tex-Mex/Latin American
61787	102086	1	12/20/2012 12:00:00 AM	214	3.65337451658289	4	0	0	1	0	Restaurant, Mexican/Tex-Mex/Latin American
36226	115208	5	9/11/2012 12:00:00 AM	214	10.7249450595947	85	0	0	1	0	Restaurant, Mexican/Tex-Mex/Latin American
38216	117205	1	9/17/2012 12:00:00 AM	217	6.73924987465614	41.37	1	0	0	0	Restaurant, not further specified
69840	112223	2	9/20/2012 12:00:00 AM	402		3	1	0	0	0	Unknown
52734	108226	2	9/25/2012 12:00:00 AM	402		0	0	0	0	1	Unknown
52338	101031	1	11/13/2012 12:00:00 AM	205		7.38	0	1	0	0	Chicken restaurant
67345	109258	3	10/18/2012 12:00:00 AM	205		19.41	0	1	0	0	Chicken restaurant
26030	100292	1	8/7/2012 12:00:00 AM	219	14.5334060499172	3.77	0	0	1	0	Travel place (airport, hotel, truck stop)
27207	100292	1	8/10/2012 12:00:00 AM	219	14.5334060499172	2.78	0	0	0	1	Travel place (airport, hotel, truck stop)
27213	100292	1	8/12/2012 12:00:00 AM	219	14.5334060499172	5.76	1	0	0	0	Travel place (airport, hotel, truck stop)
36655	100928	2	9/12/2012 12:00:00 AM	103	73.6738596867183	3.97	0	0	1	0	Convenience store
16231	101389	8	6/23/2012 12:00:00 AM	219	358.661578628341	8.71	0	1	0	0	Travel place (airport, hotel, truck stop)
53631	105407	2	11/14/2012 12:00:00 AM	219		9.45	0	1	0	0	Travel place (airport, hotel, truck stop)
15109	107502	2	6/17/2012 12:00:00 AM	219		4.18	0	0	0	0	Travel place (airport, hotel, truck stop)
15111	107502	2	6/18/2012 12:00:00 AM	219		2.59	0	0	0	1	Travel place (airport, hotel, truck stop)
15112	107502	2	6/18/2012 12:00:00 AM	219		4.4	0	0	0	1	Travel place (airport, hotel, truck stop)
15118	107502	2	6/17/2012 12:00:00 AM	219		4.18	0	0	0	1	Travel place (airport, hotel, truck stop)
15167	107502	2	6/19/2012 12:00:00 AM	219		3.5	0	0	0	1	Travel place (airport, hotel, truck stop)
66158	107678	2	1/11/2013 12:00:00 AM	219	19.1859970817693	1.81	0	0	0	1	Travel place (airport, hotel, truck stop)
39910	108197	2	9/24/2012 12:00:00 AM	103	11.7368428378855	2.77	1	0	0	0	Convenience store
9390	108320	2	5/20/2012 12:00:00 AM	219		1.7	0	0	0	1	Travel place (airport, hotel, truck stop)
29205	108320	2	5/21/2012 12:00:00 AM	219		1.7	0	0	0	1	Travel place (airport, hotel, truck stop)
18589	112034	1	7/8/2012 12:00:00 AM	219		6.65	0	0	0	1	Travel place (airport, hotel, truck stop)
16775	112132	2	6/28/2012 12:00:00 AM	219	20.9446473360635	2.82	0	0	0	1	Travel place (airport, hotel, truck stop)
10694	112473	2	5/25/2012 12:00:00 AM	219		5.93	1	0	0	0	Travel place (airport, hotel, truck stop)
46724	113577	1	10/19/2012 12:00:00 AM	219		1.38	0	0	0	1	Travel place (airport, hotel, truck stop)
25532	118642	1	8/4/2012 12:00:00 AM	103	36.6827349394964	2.18	0	0	0	1	Convenience store
24751	119686	1	5/15/2012 12:00:00 AM	219	248.968138832908	8.46	0	0	0	1	Travel place (airport, hotel, truck stop)
62334	106005	1	8/23/2012 12:00:00 AM	121		5.58	0	1	0	0	Super store
10720	108660	2	5/9/2012 12:00:00 AM	121		0.86	0	0	0	1	Super store
10722	108660	2	5/10/2012 12:00:00 AM	122	2.85338116658724	0.25	0	0	0	1	Supermarket
10724	108660	2	5/11/2012 12:00:00 AM	121		0.96	0	0	0	1	Super store
24826	108660	2	5/13/2012 12:00:00 AM	121		2.99	0	0	0	1	Super store
45146	113650	1	10/11/2012 12:00:00 AM	121	0.158167597555091	0.89	0	0	0	1	Super store
8280	119510	1	5/15/2012 12:00:00 AM	121	2.30284962295031	23.06	0	0	1	0	Super store
8289	119510	2	5/15/2012 12:00:00 AM	121	2.30284962295031	2.69	0	0	0	1	Super store
64594	113828	2	8/6/2012 12:00:00 AM	402		8.26	0	1	0	0	Unknown
52219	108700	1	10/3/2012 12:00:00 AM	204	1.11012849439788	11.57	1	0	0	0	Café & bakery-café
64596	113828	2	8/3/2012 12:00:00 AM	204	3.19697934011283	9.81	0	1	0	0	Café & bakery-café
64612	113828	2	8/8/2012 12:00:00 AM	204	3.19697934011283	10.49	0	1	0	0	Café & bakery-café
64618	113828	2	8/7/2012 12:00:00 AM	204	3.19697934011283	10.5	0	1	0	0	Café & bakery-café
51018	105386	1	11/11/2012 12:00:00 AM	211	3.08282581955049	10.15	0	1	0	0	Restaurant, American
52472	105386	1	11/15/2012 12:00:00 AM	211	3.08282581955049	8.65	0	0	1	0	Restaurant, American
69594	105386	1	11/14/2012 12:00:00 AM	211		8.16	0	0	1	0	Restaurant, American
12750	105676	1	6/6/2012 12:00:00 AM	211	5.08058640280436	0	0	0	1	0	Restaurant, American
69747	106923	2	11/19/2012 12:00:00 AM	211	2.26260479754101	4.08	0	1	0	0	Restaurant, American
23513	111523	1	6/19/2012 12:00:00 AM	211		8	0	0	0	0	Restaurant, American
60165	113507	1	10/12/2012 12:00:00 AM	211		4.32	0	1	0	0	Restaurant, American
26955	109614	1	8/9/2012 12:00:00 AM	211	0.0946179840759851	25.39	0	0	1	0	Restaurant, American
27844	109614	1	8/12/2012 12:00:00 AM	211	0.0946179840759851	32.05	0	0	1	0	Restaurant, American
18417	114920	1	7/6/2012 12:00:00 AM	211	1.39611288690029	37.65	0	1	0	0	Restaurant, American
53207	101931	1	11/16/2012 12:00:00 AM	122	4.83039693318882	7.99	0	0	1	0	Supermarket
53208	101931	1	11/17/2012 12:00:00 AM	122	4.83039693318882	0.69	1	0	0	0	Supermarket
54837	101931	1	11/22/2012 12:00:00 AM	114	4.8785629186041	7.99	0	0	1	0	Grocery store, not further specified
69073	101931	3	11/18/2012 12:00:00 AM	211	348.136769926822	0.69	0	0	0	1	Restaurant, American
59222	102107	1	5/15/2012 12:00:00 AM	402		5.74	0	0	0	1	Unknown
49168	104502	1	10/26/2012 12:00:00 AM	402		3.18	0	0	0	1	Unknown
49171	104502	3	10/26/2012 12:00:00 AM	115	0.192810347238243	1.59	0	0	0	1	Liquor store, winery
54202	111328	1	11/20/2012 12:00:00 AM	211	2.23469023271051	21.14	0	1	0	0	Restaurant, American
61487	104757	1	12/18/2012 12:00:00 AM	214		37.78	0	0	1	0	Restaurant, Mexican/Tex-Mex/Latin American
60960	107331	2	9/14/2012 12:00:00 AM	402		0	1	0	0	0	Unknown
6583	116721	1	5/4/2012 12:00:00 AM	217	5.72964598063412	50.44	0	0	1	0	Restaurant, not further specified
22685	101176	1	7/23/2012 12:00:00 AM	218		0	1	0	0	0	Sandwich shop (including deli & salad shops)
22686	101176	1	7/24/2012 12:00:00 AM	218		0	1	0	0	0	Sandwich shop (including deli & salad shops)
22690	101176	1	7/25/2012 12:00:00 AM	218		0	1	0	0	0	Sandwich shop (including deli & salad shops)
63523	101176	1	7/29/2012 12:00:00 AM	218		0	1	0	0	0	Sandwich shop (including deli & salad shops)
63529	101176	1	7/26/2012 12:00:00 AM	218		0	1	0	0	0	Sandwich shop (including deli & salad shops)
63530	101176	2	7/23/2012 12:00:00 AM	218		2	1	0	0	0	Sandwich shop (including deli & salad shops)
63531	101176	2	7/24/2012 12:00:00 AM	218		3	1	0	0	0	Sandwich shop (including deli & salad shops)
23509	101176	1	7/28/2012 12:00:00 AM	114		0	1	0	0	0	Grocery store, not further specified
23567	115636	1	7/29/2012 12:00:00 AM	201	1.28386108119241	12	1	0	0	0	Bakery (including bagel, donut, and cookie shops)
20547	115855	1	7/17/2012 12:00:00 AM	110		0	0	0	0	1	Gas station/market
19948	119980	1	7/14/2012 12:00:00 AM	110	5.46835376907493	1.99	0	0	0	1	Gas station/market
12712	107045	1	6/6/2012 12:00:00 AM	217	4.54939564540232	25	0	1	0	0	Restaurant, not further specified
34850	112635	1	9/6/2012 12:00:00 AM	211	5.22869050106491	19.33	0	0	1	0	Restaurant, American
19000	106594	1	7/10/2012 12:00:00 AM	217	1.00252062421932	9.25	0	0	1	0	Restaurant, not further specified
19379	107993	1	7/12/2012 12:00:00 AM	217	1.17920300823864	18.79	0	0	1	0	Restaurant, not further specified
65691	107678	3	1/8/2013 12:00:00 AM	402		2.5	0	1	0	0	Unknown
9413	111686	3	5/21/2012 12:00:00 AM	402		2	0	1	0	0	Unknown
47659	116009	1	10/19/2012 12:00:00 AM	217	62.6579819896727	5.49	0	0	0	1	Restaurant, not further specified
29141	106518	2	8/15/2012 12:00:00 AM	220		0	0	0	0	1	Vending machine, food truck
56400	115266	1	11/30/2012 12:00:00 AM	402		0	0	0	0	1	Unknown
62084	119751	2	8/19/2012 12:00:00 AM	214	1.89120601946947	25.6	0	0	1	0	Restaurant, Mexican/Tex-Mex/Latin American
70173	107836	3	12/7/2012 12:00:00 AM	402		11.96	0	0	1	0	Unknown
54761	105645	2	11/20/2012 12:00:00 AM	201	12.5574387342683	6	1	0	0	0	Bakery (including bagel, donut, and cookie shops)
18284	100369	1	7/6/2012 12:00:00 AM	204	57.1513887222193	65.07	0	1	0	0	Café & bakery-café
10452	100903	1	5/24/2012 12:00:00 AM	204		0	0	1	0	0	Café & bakery-café
10465	100903	3	5/24/2012 12:00:00 AM	204	0.63663857901207	0	0	1	0	0	Café & bakery-café
34615	117618	2	9/3/2012 12:00:00 AM	206	0.364152792901943	5.75	1	0	0	0	Coffee shop (including tea house)
33935	114315	1	9/3/2012 12:00:00 AM	211	12.852374836158	27.31	0	1	0	0	Restaurant, American
46704	100810	2	10/17/2012 12:00:00 AM	110	7.82575257016263	1.38	0	0	0	1	Gas station/market
46707	100810	2	10/18/2012 12:00:00 AM	110	7.82575257016263	1.38	0	0	0	1	Gas station/market
47482	112673	1	10/18/2012 12:00:00 AM	402		5.95	0	0	1	0	Unknown
28145	107423	2	8/13/2012 12:00:00 AM	110	549.407914177047	6.39	0	0	1	0	Gas station/market
28147	107423	2	8/14/2012 12:00:00 AM	110		5.73	1	0	0	0	Gas station/market
11565	106982	1	5/20/2012 12:00:00 AM	402		6.49	0	0	0	1	Unknown
61440	118411	2	12/17/2012 12:00:00 AM	211	49.1328613742359	36.63	0	0	1	0	Restaurant, American
54929	101129	1	11/23/2012 12:00:00 AM	219	1205.12728621758	38.62	0	0	1	0	Travel place (airport, hotel, truck stop)
22520	113147	2	7/25/2012 12:00:00 AM	218	0.210043566460779	7.99	0	0	0	1	Sandwich shop (including deli & salad shops)
70311	118001	1	11/25/2012 12:00:00 AM	402		12.64	0	1	0	0	Unknown
27821	102545	2	8/10/2012 12:00:00 AM	102	0.103147017705789	4.57	0	0	0	1	Combination grocery/other
27826	102545	3	8/10/2012 12:00:00 AM	102	0.103147017705789	1.79	0	0	0	1	Combination grocery/other
49244	111077	1	11/1/2012 12:00:00 AM	217	0.543155108475595	26.42	1	0	0	0	Restaurant, not further specified
25697	117184	1	8/4/2012 12:00:00 AM	402		34.87	0	1	0	0	Unknown
36987	102318	2	9/7/2012 12:00:00 AM	214	26.7843522265147	11	0	0	1	0	Restaurant, Mexican/Tex-Mex/Latin American
20053	110295	1	7/16/2012 12:00:00 AM	214	10.0710744327451	27.12	0	1	0	0	Restaurant, Mexican/Tex-Mex/Latin American
31033	101750	1	8/22/2012 12:00:00 AM	201	245.371789480974	25.44	0	0	1	0	Bakery (including bagel, donut, and cookie shops)
22776	115929	1	7/26/2012 12:00:00 AM	122		5.39	0	0	1	0	Supermarket
38242	120078	1	9/18/2012 12:00:00 AM	122	0.939043269253012	2.22	0	1	0	0	Supermarket
69194	120078	1	9/17/2012 12:00:00 AM	122	0.939043269253012	2.22	0	0	0	0	Supermarket
30503	101697	1	8/22/2012 12:00:00 AM	218	26.397959228332	0	0	1	0	0	Sandwich shop (including deli & salad shops)
6574	116347	1	5/3/2012 12:00:00 AM	204	9.01031384323098	17	1	0	0	0	Café & bakery-café
7953	104791	3	5/13/2012 12:00:00 AM	217		15	0	0	0	0	Restaurant, not further specified
70667	104791	1	5/14/2012 12:00:00 AM	217		15	0	1	0	0	Restaurant, not further specified
37816	111462	1	9/17/2012 12:00:00 AM	217	3.08223749050433	20	0	1	0	0	Restaurant, not further specified
41516	103152	1	10/1/2012 12:00:00 AM	204	11.4919835620307	0	0	1	0	0	Café & bakery-café
26391	110084	3	8/6/2012 12:00:00 AM	218		6.5	1	0	0	0	Sandwich shop (including deli & salad shops)
26392	110084	3	8/7/2012 12:00:00 AM	218		5.5	1	0	0	0	Sandwich shop (including deli & salad shops)
26394	110084	3	8/8/2012 12:00:00 AM	218		5.5	1	0	0	0	Sandwich shop (including deli & salad shops)
20742	119991	1	7/18/2012 12:00:00 AM	103	0.378903378217425	5.57	0	0	0	1	Convenience store
59472	106404	2	12/11/2012 12:00:00 AM	211	5.12032955951715	24.67	0	1	0	0	Restaurant, American
20844	111772	1	7/17/2012 12:00:00 AM	211	1.29373973444168	20.57	0	0	1	0	Restaurant, American
70539	101709	1	1/14/2013 12:00:00 AM	219		0	0	0	0	1	Travel place (airport, hotel, truck stop)
8025	107613	1	5/13/2012 12:00:00 AM	204	1.00270197536406	11.15	0	0	1	0	Café & bakery-café
30398	107613	2	5/12/2012 12:00:00 AM	204	1.00270197536406	10	0	0	1	0	Café & bakery-café
52513	101020	3	11/14/2012 12:00:00 AM	211	40.5225209111847	7.68	0	1	0	0	Restaurant, American
33183	102734	2	8/30/2012 12:00:00 AM	402		16.5	0	0	0	0	Unknown
58676	116731	1	12/8/2012 12:00:00 AM	217	1.49340992733904	48.64	1	0	0	0	Restaurant, not further specified
31567	102734	3	8/24/2012 12:00:00 AM	217	0.680207801530094	13.29	0	0	1	0	Restaurant, not further specified
41542	112126	1	9/25/2012 12:00:00 AM	211	0.795660790119155	19.1	0	1	0	0	Restaurant, American
41545	112126	1	9/26/2012 12:00:00 AM	211	0.795660790119155	0	0	1	0	0	Restaurant, American
51899	117365	1	11/14/2012 12:00:00 AM	211	5.23698118160835	17.6	0	1	0	0	Restaurant, American
47587	101825	1	10/22/2012 12:00:00 AM	115	3.31118696154993	2.79	0	0	0	1	Liquor store, winery
16672	112024	3	6/22/2012 12:00:00 AM	217	1.24283056282462	9.65	0	0	1	0	Restaurant, not further specified
8832	109131	1	5/18/2012 12:00:00 AM	217	1.69859903473521	4	0	1	0	0	Restaurant, not further specified
69156	103576	1	10/19/2012 12:00:00 AM	211		34.69	0	1	0	0	Restaurant, American
47819	103576	1	10/19/2012 12:00:00 AM	211	1.05238985394408	29	1	0	0	0	Restaurant, American
15030	101152	5	6/16/2012 12:00:00 AM	402		0	0	0	0	1	Unknown
18196	110423	1	7/5/2012 12:00:00 AM	402		0	0	1	0	0	Unknown
18240	110423	3	7/5/2012 12:00:00 AM	402		8.7	0	1	0	0	Unknown
18512	115096	1	7/8/2012 12:00:00 AM	402		10	0	1	0	0	Unknown
38837	116176	2	9/20/2012 12:00:00 AM	402		0	0	0	1	0	Unknown
5986	100381	1	4/24/2012 12:00:00 AM	217	2.57940700828345	25.62	0	1	0	0	Restaurant, not further specified
27091	113379	1	8/11/2012 12:00:00 AM	217	2.96538510451172	21.9	0	1	0	0	Restaurant, not further specified
39818	105539	4	9/23/2012 12:00:00 AM	217	0.728266246718796	4	0	0	0	1	Restaurant, not further specified
57088	105539	3	9/23/2012 12:00:00 AM	217	0.728266246718796	4	0	0	0	1	Restaurant, not further specified
57091	105539	4	9/23/2012 12:00:00 AM	217	0.728266246718796	15	0	0	1	0	Restaurant, not further specified
48580	117369	1	10/25/2012 12:00:00 AM	217	0.624839331278152	2	0	0	0	1	Restaurant, not further specified
10588	102064	2	5/25/2012 12:00:00 AM	214	0.480947952920185	11	0	1	0	0	Restaurant, Mexican/Tex-Mex/Latin American
55096	119156	1	11/23/2012 12:00:00 AM	214	0.158829437472607	5.66	0	0	0	1	Restaurant, Mexican/Tex-Mex/Latin American
68596	119156	3	11/24/2012 12:00:00 AM	214		5.66	0	0	0	1	Restaurant, Mexican/Tex-Mex/Latin American
56951	102360	1	11/23/2012 12:00:00 AM	211	4.84741123948372	21.23	1	0	0	0	Restaurant, American
67575	117351	1	10/26/2012 12:00:00 AM	211	4.66313015452296	26.45	0	0	1	0	Restaurant, American
9156	115613	2	5/20/2012 12:00:00 AM	211	1.701387583549	25	0	1	0	0	Restaurant, American
22590	116987	2	7/24/2012 12:00:00 AM	211	1.66147643176869	5.7	0	1	0	0	Restaurant, American
12199	103147	2	6/2/2012 12:00:00 AM	217	4.72535287277353	24.36	0	1	0	0	Restaurant, not further specified
56527	117061	1	12/1/2012 12:00:00 AM	214	10.5765320864295	5.25	1	0	0	0	Restaurant, Mexican/Tex-Mex/Latin American
56528	117061	1	12/1/2012 12:00:00 AM	214		12	0	1	0	0	Restaurant, Mexican/Tex-Mex/Latin American
68731	117061	1	11/30/2012 12:00:00 AM	214		11	0	1	0	0	Restaurant, Mexican/Tex-Mex/Latin American
17300	113069	1	6/29/2012 12:00:00 AM	217		2	0	1	0	0	Restaurant, not further specified
62571	119355	1	8/6/2012 12:00:00 AM	402		0	0	0	1	0	Unknown
36669	105522	1	9/7/2012 12:00:00 AM	217	0.897366908390297	24.19	0	0	1	0	Restaurant, not further specified
68908	100692	2	11/23/2012 12:00:00 AM	402		0	0	0	0	1	Unknown
27705	110329	2	8/13/2012 12:00:00 AM	201	1.32359481204239	8.68	0	1	0	0	Bakery (including bagel, donut, and cookie shops)
15830	111483	3	6/24/2012 12:00:00 AM	201	1.26842104258432	2.6	1	0	0	0	Bakery (including bagel, donut, and cookie shops)
15837	111483	1	6/24/2012 12:00:00 AM	201	1.77604016016368	10.49	1	0	0	0	Bakery (including bagel, donut, and cookie shops)
16810	111483	1	6/27/2012 12:00:00 AM	201	1.77604016016368	13.17	1	0	0	0	Bakery (including bagel, donut, and cookie shops)
16816	111483	3	6/25/2012 12:00:00 AM	201		6.09	1	0	0	0	Bakery (including bagel, donut, and cookie shops)
7191	112577	2	5/10/2012 12:00:00 AM	201	0.202204705115948	5.34	1	0	0	0	Bakery (including bagel, donut, and cookie shops)
32319	109172	1	8/26/2012 12:00:00 AM	217	1.23294398401099	19.76	0	1	0	0	Restaurant, not further specified
18338	114258	1	7/3/2012 12:00:00 AM	211	1.75793228050935	0	0	1	0	0	Restaurant, American
6148	107302	1	4/27/2012 12:00:00 AM	402		3.69	0	1	0	0	Unknown
15870	106981	1	6/23/2012 12:00:00 AM	214		33.93	0	0	1	0	Restaurant, Mexican/Tex-Mex/Latin American
35032	107893	2	9/5/2012 12:00:00 AM	402		31.62	0	1	0	0	Unknown
35036	107893	2	9/6/2012 12:00:00 AM	402		42.61	0	1	0	0	Unknown
8337	113499	1	5/16/2012 12:00:00 AM	217	5.36792856943083	37	0	1	0	0	Restaurant, not further specified
16773	112132	2	6/27/2012 12:00:00 AM	402		1.73	0	0	0	1	Unknown
69981	100026	2	7/18/2012 12:00:00 AM	103	7.20418551773311	8.22	0	0	0	1	Convenience store
65134	119085	1	9/10/2012 12:00:00 AM	103	3.41974490832774	5.4	0	0	0	1	Convenience store
23840	116130	2	4/23/2012 12:00:00 AM	103		4.02	0	0	0	1	Convenience store
65155	119085	5	9/11/2012 12:00:00 AM	103		4.32	0	0	0	1	Convenience store
6693	111285	1	5/6/2012 12:00:00 AM	402		6.96	0	0	0	1	Unknown
33749	108590	1	9/2/2012 12:00:00 AM	207	9.89507393179654	5	0	1	0	0	Dairy desserts (ice cream, frozen yogurt)
19650	110990	2	7/14/2012 12:00:00 AM	402		5.23	0	1	0	0	Unknown
11399	100174	2	5/24/2012 12:00:00 AM	110		2.66	0	0	0	1	Gas station/market
11402	100174	2	5/25/2012 12:00:00 AM	110		2.1	0	0	0	1	Gas station/market
11416	100174	2	5/29/2012 12:00:00 AM	110		4.2	0	0	0	1	Gas station/market
11419	100174	2	5/30/2012 12:00:00 AM	110		2.1	0	0	0	1	Gas station/market
11430	100174	3	5/24/2012 12:00:00 AM	110	5.26436812969576	2.59	0	0	0	1	Gas station/market
29948	107314	1	8/20/2012 12:00:00 AM	110		4.66	0	0	0	1	Gas station/market
12697	109022	3	6/5/2012 12:00:00 AM	110		2.22	0	0	0	1	Gas station/market
39373	109123	1	9/23/2012 12:00:00 AM	110		1.2	0	0	0	1	Gas station/market
6327	111975	2	4/30/2012 12:00:00 AM	110	0.376387177565536	4.08	0	1	0	0	Gas station/market
12971	112414	1	6/6/2012 12:00:00 AM	110	1.14729552149422	2.16	0	0	0	1	Gas station/market
53461	112414	1	6/6/2012 12:00:00 AM	110		2.16	1	0	0	0	Gas station/market
19253	113841	1	7/12/2012 12:00:00 AM	110	27.4848983901	4.28	0	1	0	0	Gas station/market
22362	114495	3	4/24/2012 12:00:00 AM	110		0.5	0	0	0	1	Gas station/market
52044	115469	2	11/14/2012 12:00:00 AM	110		7.5	0	1	0	0	Gas station/market
46413	119100	1	10/17/2012 12:00:00 AM	110	3.31789747716583	8	0	0	0	1	Gas station/market
41147	100493	1	9/28/2012 12:00:00 AM	402		22.25	0	0	1	0	Unknown
22523	104838	1	7/24/2012 12:00:00 AM	217	5.26212057689146	121.79	0	0	1	0	Restaurant, not further specified
51399	113741	1	11/11/2012 12:00:00 AM	402		60	0	0	0	0	Unknown
22511	114815	2	7/25/2012 12:00:00 AM	214	16.4439368678695	12.46	0	1	0	0	Restaurant, Mexican/Tex-Mex/Latin American
8649	113032	1	5/17/2012 12:00:00 AM	204		0	0	1	0	0	Café & bakery-café
28558	113032	1	5/14/2012 12:00:00 AM	204		0	0	0	0	1	Café & bakery-café
42470	102604	1	10/3/2012 12:00:00 AM	211	788.587675112785	0	0	0	1	0	Restaurant, American
57558	105325	5	6/14/2012 12:00:00 AM	211		0	0	0	0	0	Restaurant, American
24075	107119	2	7/29/2012 12:00:00 AM	211	56.1889631861688	22.47	1	0	0	0	Restaurant, American
13743	112065	1	6/9/2012 12:00:00 AM	211	1.3241591706919	50.53	0	0	1	0	Restaurant, American
60670	112065	3	6/6/2012 12:00:00 AM	211		0	0	0	0	0	Restaurant, American
41998	114507	1	9/30/2012 12:00:00 AM	217	2.58292389482719	8.13	0	1	0	0	Restaurant, not further specified
36949	102318	1	9/9/2012 12:00:00 AM	217	22.2165144339819	80	0	0	1	0	Restaurant, not further specified
6091	110442	3	4/26/2012 12:00:00 AM	211	5.26352961769156	21.71	0	0	1	0	Restaurant, American
50384	113708	1	11/1/2012 12:00:00 AM	402		46	0	0	1	0	Unknown
32734	117408	2	8/22/2012 12:00:00 AM	114	0.615171608354828	14.74	0	1	0	0	Grocery store, not further specified
42918	116309	1	10/5/2012 12:00:00 AM	109	5.85071961231434	3.48	0	0	0	1	Fruits/veg specialty
63986	111272	1	6/9/2012 12:00:00 AM	114	0.732971012885226	21.49	0	0	1	0	Grocery store, not further specified
56814	115898	1	12/3/2012 12:00:00 AM	402		6.93	0	1	0	0	Unknown
57350	119901	1	12/3/2012 12:00:00 AM	402		3.48	0	1	0	0	Unknown
69010	118586	2	11/30/2012 12:00:00 AM	402		7.62	0	1	0	0	Unknown
60975	113295	1	7/24/2012 12:00:00 AM	214	0.107976825905731	11.99	0	1	0	0	Restaurant, Mexican/Tex-Mex/Latin American
27209	107279	2	8/8/2012 12:00:00 AM	219		0	1	0	0	0	Travel place (airport, hotel, truck stop)
27214	107279	2	8/9/2012 12:00:00 AM	219		0	1	0	0	0	Travel place (airport, hotel, truck stop)
27218	107279	2	8/10/2012 12:00:00 AM	219		0	1	0	0	0	Travel place (airport, hotel, truck stop)
57418	108272	3	7/6/2012 12:00:00 AM	219	184.760522370432	0	1	0	0	0	Travel place (airport, hotel, truck stop)
57425	108272	3	7/7/2012 12:00:00 AM	219		0	1	0	0	0	Travel place (airport, hotel, truck stop)
57432	108272	2	7/6/2012 12:00:00 AM	219		0	1	0	0	0	Travel place (airport, hotel, truck stop)
57439	108272	2	7/7/2012 12:00:00 AM	219		0	1	0	0	0	Travel place (airport, hotel, truck stop)
57451	108272	1	7/6/2012 12:00:00 AM	219	184.760522370432	0	1	0	0	0	Travel place (airport, hotel, truck stop)
57459	108272	1	7/7/2012 12:00:00 AM	219		0	1	0	0	0	Travel place (airport, hotel, truck stop)
64998	108728	1	1/5/2013 12:00:00 AM	219		0	1	0	0	0	Travel place (airport, hotel, truck stop)
65586	108728	1	1/6/2013 12:00:00 AM	219	121.863580725024	0	1	0	0	0	Travel place (airport, hotel, truck stop)
65589	108728	1	1/7/2013 12:00:00 AM	219		0	1	0	0	0	Travel place (airport, hotel, truck stop)
