eventid	hhnum	pnum	date	placetype	placedist_s	totalpaid	breakfast	lunch	dinner_supper	snack_drink	desc
63198	100214	1	6/30/2012 12:00:00 AM	402		1.99	0	0	0	1	Unknown
69123	101187	3	12/5/2012 12:00:00 AM	402			1	0	0	0	Unknown
69124	101187	3	12/6/2012 12:00:00 AM	402		0	1	0	0	0	Unknown
69126	101187	4	12/5/2012 12:00:00 AM	402		0	1	0	0	0	Unknown
57499	101323	10	8/14/2012 12:00:00 AM	402		0	0	0	0	0	Unknown
62570	102167	1	6/11/2012 12:00:00 AM	402		51	0	1	0	0	Unknown
7996	102269	2	5/14/2012 12:00:00 AM	402		0.6	0	0	0	0	Unknown
52823	102862	1	10/3/2012 12:00:00 AM	402			0	0	0	0	Unknown
70417	103023	2	12/14/2012 12:00:00 AM	402			0	0	0	0	Unknown
69209	103338	4	10/13/2012 12:00:00 AM	402			0	1	0	0	Unknown
65887	103848	4	12/11/2012 12:00:00 AM	402		4	0	1	0	0	Unknown
60280	104180	2	7/18/2012 12:00:00 AM	402		50	0	0	1	0	Unknown
68873	104310	1	10/20/2012 12:00:00 AM	402		270	0	0	1	0	Unknown
63620	104609	1	8/26/2012 12:00:00 AM	402		7.43	0	1	0	0	Unknown
63832	104921	4	10/5/2012 12:00:00 AM	402		0	0	1	0	0	Unknown
65888	105441	1	11/29/2012 12:00:00 AM	402		6.35	0	0	1	0	Unknown
65384	106184	3	8/24/2012 12:00:00 AM	402		0	0	0	0	0	Unknown
64123	106415	1	8/23/2012 12:00:00 AM	402		2	0	0	0	1	Unknown
16524	107701	1	6/25/2012 12:00:00 AM	402		0	0	0	1	0	Unknown
70602	107769	1	12/18/2012 12:00:00 AM	402		3	0	0	0	0	Unknown
62864	108011	1	8/24/2012 12:00:00 AM	402			0	1	0	0	Unknown
65877	108309	1	12/17/2012 12:00:00 AM	402		2.18	0	0	0	0	Unknown
61183	108572	1	6/27/2012 12:00:00 AM	402		2.5	1	0	0	0	Unknown
55574	108774	5	9/17/2012 12:00:00 AM	402		0	0	1	0	0	Unknown
55576	108774	5	9/18/2012 12:00:00 AM	402		0	1	0	0	0	Unknown
55577	108774	5	9/18/2012 12:00:00 AM	402		0	0	1	0	0	Unknown
55579	108774	5	9/19/2012 12:00:00 AM	402		0	1	0	0	0	Unknown
55580	108774	5	9/19/2012 12:00:00 AM	402		0	0	1	0	0	Unknown
55583	108774	5	9/20/2012 12:00:00 AM	402		0	1	0	0	0	Unknown
55186	109041	1	9/21/2012 12:00:00 AM	402		0	0	1	0	0	Unknown
67352	109258	2	10/17/2012 12:00:00 AM	402		10	0	0	1	0	Unknown
67353	109258	2	10/18/2012 12:00:00 AM	402		5	0	0	1	0	Unknown
61987	109272	6	8/17/2012 12:00:00 AM	402		0	1	1	0	0	Unknown
71203	109346	6	6/22/2012 12:00:00 AM	402		0	0	0	0	0	Unknown
62704	109493	1	6/4/2012 12:00:00 AM	402			0	1	0	0	Unknown
62705	109493	1	6/4/2012 12:00:00 AM	402		0	0	0	1	0	Unknown
61260	109883	3	8/13/2012 12:00:00 AM	402		4.5	0	0	0	1	Unknown
68252	110746	1	11/22/2012 12:00:00 AM	402		16.03	0	0	0	0	Unknown
70193	110801	1	8/16/2012 12:00:00 AM	402		1.5	0	0	0	1	Unknown
63141	111429	4	8/22/2012 12:00:00 AM	402		5.5	0	1	0	0	Unknown
69823	111496	2	11/14/2012 12:00:00 AM	402			1	1	0	0	Unknown
69828	111496	2	11/15/2012 12:00:00 AM	402		0	1	1	0	0	Unknown
55073	111745	9	10/3/2012 12:00:00 AM	402		0	0	1	0	0	Unknown
55075	111745	9	10/4/2012 12:00:00 AM	402		0	1	0	0	0	Unknown
55076	111745	9	10/4/2012 12:00:00 AM	402		0	0	1	0	0	Unknown
55080	111745	9	10/5/2012 12:00:00 AM	402		0	1	0	0	0	Unknown
55081	111745	9	10/5/2012 12:00:00 AM	402		0	0	1	0	0	Unknown
55084	111745	9	10/8/2012 12:00:00 AM	402		0	1	0	0	0	Unknown
55086	111745	9	10/9/2012 12:00:00 AM	402		0	1	0	0	0	Unknown
55091	111745	8	10/5/2012 12:00:00 AM	402		0	0	1	0	0	Unknown
55092	111745	8	10/8/2012 12:00:00 AM	402		0	1	0	0	0	Unknown
69406	111923	5	9/16/2012 12:00:00 AM	402		4.58	0	0	1	0	Unknown
70148	111974	1	8/30/2012 12:00:00 AM	402		7	0	1	0	0	Unknown
70149	111974	1	8/30/2012 12:00:00 AM	402		180.73	0	0	1	0	Unknown
70152	111974	1	8/31/2012 12:00:00 AM	402		53.65	0	0	1	0	Unknown
70154	111974	1	8/31/2012 12:00:00 AM	402		12.72	0	1	0	0	Unknown
70155	111974	1	9/2/2012 12:00:00 AM	402		25.71	0	0	1	0	Unknown
60992	112058	3	6/28/2012 12:00:00 AM	402		10.68	0	1	0	0	Unknown
68320	112526	4	11/12/2012 12:00:00 AM	402			0	0	0	0	Unknown
68561	112826	1	8/14/2012 12:00:00 AM	402		11.35	0	0	0	0	Unknown
52752	112917	1	9/23/2012 12:00:00 AM	402		0	0	0	1	0	Unknown
69250	113226	3	9/23/2012 12:00:00 AM	402		8.25	0	0	0	1	Unknown
69253	113226	3	9/23/2012 12:00:00 AM	402		4	1	0	0	0	Unknown
67178	113747	1	11/9/2012 12:00:00 AM	402		0	0	0	0	0	Unknown
67179	113747	1	11/12/2012 12:00:00 AM	402		0	0	0	0	1	Unknown
67183	113747	1	11/15/2012 12:00:00 AM	402		0	0	0	0	1	Unknown
69849	113825	4	10/16/2012 12:00:00 AM	402		4.5	1	0	0	0	Unknown
69459	114008	3	9/12/2012 12:00:00 AM	402		0	0	0	0	0	Unknown
65461	114231	4	8/22/2012 12:00:00 AM	402			1	1	0	0	Unknown
63612	114257	1	7/1/2012 12:00:00 AM	402			0	0	1	0	Unknown
68113	115325	3	11/26/2012 12:00:00 AM	402		1.1	1	0	0	0	Unknown
68114	115325	3	11/27/2012 12:00:00 AM	402		1.1	1	0	0	0	Unknown
68115	115325	3	11/28/2012 12:00:00 AM	402		1.1	1	0	0	0	Unknown
68116	115325	3	11/29/2012 12:00:00 AM	402		1.1	1	0	0	0	Unknown
68119	115325	3	12/1/2012 12:00:00 AM	402		1.1	1	0	0	0	Unknown
59175	115521	2	9/7/2012 12:00:00 AM	402		6.84	0	0	0	0	Unknown
57217	115726	2	8/31/2012 12:00:00 AM	402		0.99	0	0	0	0	Unknown
60291	115765	2	8/20/2012 12:00:00 AM	402		0.75	0	0	0	1	Unknown
60292	115765	2	8/21/2012 12:00:00 AM	402		0.75	0	0	0	1	Unknown
57229	115832	3	8/7/2012 12:00:00 AM	402		0	0	0	0	0	Unknown
69445	116009	1	10/22/2012 12:00:00 AM	402			0	0	0	0	Unknown
67748	116427	1	12/9/2012 12:00:00 AM	402		149.4	0	0	0	0	Unknown
67749	116427	1	12/10/2012 12:00:00 AM	402		27.3	0	0	0	0	Unknown
68851	116839	1	10/18/2012 12:00:00 AM	402		73.11	0	0	0	0	Unknown
60402	116853	1	8/10/2012 12:00:00 AM	402		7	0	0	0	1	Unknown
67073	116880	2	11/21/2012 12:00:00 AM	402		6.74	0	0	1	0	Unknown
61714	117168	1	8/7/2012 12:00:00 AM	402			0	0	1	0	Unknown
68202	117345	3	10/26/2012 12:00:00 AM	402		0	1	0	0	0	Unknown
61943	117391	1	7/22/2012 12:00:00 AM	402			0	1	0	0	Unknown
60134	118703	2	7/17/2012 12:00:00 AM	326		0	1	0	0	0	Preschool
59036	118898	1	9/25/2012 12:00:00 AM	402			0	0	0	0	Unknown
69612	119957	1	10/24/2012 12:00:00 AM	402		0	0	0	0	1	Unknown
45099	119989	2	10/11/2012 12:00:00 AM	402		0	0	1	0	0	Unknown
6973	118177	3	5/8/2012 12:00:00 AM	218	3.07961270108736	1	0	0	0	1	Sandwich shop (including deli & salad shops)
32857	103037	1	8/28/2012 12:00:00 AM	211	36.8868046057198	24.14	0	1	0	0	Restaurant, American
32874	103037	3	8/28/2012 12:00:00 AM	211	36.8868046057198	0	0	1	0	0	Restaurant, American
32895	103037	4	8/28/2012 12:00:00 AM	211	36.8868046057198	0	0	1	0	0	Restaurant, American
55355	118091	1	11/25/2012 12:00:00 AM	207	0.48797550341565	17.54	0	0	0	1	Dairy desserts (ice cream, frozen yogurt)
69902	107770	1	10/17/2012 12:00:00 AM	402		2.39	1	0	0	0	Unknown
7113	104791	1	5/9/2012 12:00:00 AM	211	0.4682497413245	39.12	0	0	1	0	Restaurant, American
69311	106934	2	11/15/2012 12:00:00 AM	402		9.23	0	1	0	0	Unknown
31591	119678	1	8/24/2012 12:00:00 AM	207	0.962215339938153	3.79	0	0	0	1	Dairy desserts (ice cream, frozen yogurt)
31592	119678	3	8/24/2012 12:00:00 AM	207		0	0	0	0	0	Dairy desserts (ice cream, frozen yogurt)
31982	119678	1	8/26/2012 12:00:00 AM	207	0.962215339938153	8.5	0	0	0	1	Dairy desserts (ice cream, frozen yogurt)
62136	119881	1	6/12/2012 12:00:00 AM	402		0	0	1	1	0	Unknown
29185	113321	2	5/18/2012 12:00:00 AM	110	444.884185100952	6.28	0	0	0	1	Gas station/market
38855	103623	1	9/17/2012 12:00:00 AM	211	1.05738045984015	5.83	0	0	0	1	Restaurant, American
37259	108612	1	9/14/2012 12:00:00 AM	211	1.34594186353393	25.42	0	0	1	0	Restaurant, American
48268	112296	1	10/21/2012 12:00:00 AM	110	30.441761310458	7.15	0	1	0	0	Gas station/market
67406	109295	1	9/28/2012 12:00:00 AM	211	3.03110709081717	0	0	0	1	0	Restaurant, American
26588	117524	1	8/9/2012 12:00:00 AM	113	0.617032416524129	4.5	0	0	0	1	Grocery store, small
27134	117524	1	8/10/2012 12:00:00 AM	113	0.617032416524129	5.24	1	0	0	0	Grocery store, small
62312	112831	1	5/18/2012 12:00:00 AM	218		16.5	0	0	0	0	Sandwich shop (including deli & salad shops)
23233	102815	2	7/27/2012 12:00:00 AM	211	5.35071206107516	0	0	1	0	0	Restaurant, American
26849	113811	2	8/4/2012 12:00:00 AM	402		3.8	0	0	0	1	Unknown
39555	107661	2	9/23/2012 12:00:00 AM	110	3.11516185300124	6.84	1	0	0	0	Gas station/market
66713	109884	3	10/21/2012 12:00:00 AM	402		66	0	0	1	1	Unknown
49177	100229	2	10/26/2012 12:00:00 AM	103	2.13166559460756	7.67	0	0	0	1	Convenience store
52296	100240	3	10/30/2012 12:00:00 AM	103	0.568666520707519	2.03	0	0	0	1	Convenience store
52302	100240	3	10/31/2012 12:00:00 AM	103	0.568666520707519	2.03	1	0	0	0	Convenience store
52306	100240	3	11/1/2012 12:00:00 AM	103	0.568666520707519	2.03	1	0	0	0	Convenience store
52309	100240	3	11/2/2012 12:00:00 AM	103	0.568666520707519	2.03	1	0	0	0	Convenience store
52310	100240	1	11/2/2012 12:00:00 AM	103	0.568666520707519	5.98	0	0	0	1	Convenience store
52312	100240	3	11/3/2012 12:00:00 AM	103	0.568666520707519	2.03	1	0	0	0	Convenience store
49151	100460	2	10/23/2012 12:00:00 AM	103	2.68326217531356	8.1	1	0	0	0	Convenience store
49153	100460	2	10/26/2012 12:00:00 AM	103	2.68326217531356	8.32	1	0	0	0	Convenience store
44054	100681	2	10/10/2012 12:00:00 AM	103	0.44254412553753	1.07	1	0	0	0	Convenience store
31934	100900	1	8/25/2012 12:00:00 AM	103	0.210659993515949	1.63	0	0	0	1	Convenience store
10245	101219	1	5/24/2012 12:00:00 AM	103		3.29	0	1	0	0	Convenience store
20592	101269	2	7/17/2012 12:00:00 AM	103		1	0	0	0	1	Convenience store
28752	101442	1	8/16/2012 12:00:00 AM	103	7.91585991286304	3.26	0	0	0	1	Convenience store
35475	101494	2	9/8/2012 12:00:00 AM	103		1.26	0	0	0	1	Convenience store
25981	101585	1	8/7/2012 12:00:00 AM	103	10.108497005428	6.43	0	0	0	1	Convenience store
70024	101756	1	11/15/2012 12:00:00 AM	103			1	0	0	0	Convenience store
70027	101756	1	11/17/2012 12:00:00 AM	103		1	1	0	0	0	Convenience store
70028	101756	1	11/18/2012 12:00:00 AM	103	6.27956001942055	37.42	0	0	1	0	Convenience store
28999	101758	1	8/16/2012 12:00:00 AM	103	0.428622381910916	3.87	1	0	0	0	Convenience store
42139	101771	1	10/3/2012 12:00:00 AM	103	0.0356737918349404	0.99	0	0	0	1	Convenience store
65328	101790	1	7/15/2012 12:00:00 AM	103	0.576366751159407	3.44	0	0	0	1	Convenience store
65332	101790	8	7/10/2012 12:00:00 AM	103	0.576366751159407	1.72	0	0	0	1	Convenience store
58089	101862	2	4/26/2012 12:00:00 AM	103	2387.83455670237	1.39	0	0	0	1	Convenience store
20226	102054	1	7/17/2012 12:00:00 AM	103	0.628745197293177	12.27	0	1	0	0	Convenience store
58341	102054	1	7/17/2012 12:00:00 AM	103	0.478925576395841	1.19	0	0	0	1	Convenience store
33556	102358	1	8/31/2012 12:00:00 AM	103	4.21837556235715	1.69	0	0	0	1	Convenience store
34244	102358	1	9/4/2012 12:00:00 AM	103	4.21837556235715	1.69	0	0	0	1	Convenience store
34703	102358	1	9/5/2012 12:00:00 AM	103	4.21837556235715	1.69	0	0	0	1	Convenience store
34704	102358	1	9/6/2012 12:00:00 AM	103	4.21837556235715	1.69	0	0	0	1	Convenience store
42966	102466	2	10/3/2012 12:00:00 AM	103		3.22	0	1	0	0	Convenience store
55832	102466	1	10/3/2012 12:00:00 AM	103		3.22	0	0	0	1	Convenience store
26566	102756	1	8/8/2012 12:00:00 AM	103	285.434095357089	4.18	0	0	0	1	Convenience store
31137	102764	2	8/22/2012 12:00:00 AM	103	279.031245550494	8	0	1	0	0	Convenience store
38819	103173	2	9/20/2012 12:00:00 AM	103	14.0109034096136	3.6	1	0	0	0	Convenience store
38820	103173	2	9/20/2012 12:00:00 AM	103	14.0109034096136	1.58	0	1	0	0	Convenience store
38821	103173	2	9/20/2012 12:00:00 AM	103		3.6	0	0	0	0	Convenience store
38822	103173	2	9/20/2012 12:00:00 AM	103		1.58	0	0	0	0	Convenience store
16620	103335	2	6/26/2012 12:00:00 AM	103	0.532119274486387	1.06	0	0	0	1	Convenience store
16621	103335	2	6/27/2012 12:00:00 AM	103	0.532119274486387	1.06	0	0	0	1	Convenience store
16622	103335	1	6/26/2012 12:00:00 AM	103	0.532119274486387	1.06	0	0	0	1	Convenience store
16623	103335	1	6/27/2012 12:00:00 AM	103	0.532119274486387	1.06	0	0	0	1	Convenience store
17318	103335	2	6/28/2012 12:00:00 AM	103	0.532119274486387	1.06	1	0	0	0	Convenience store
17321	103335	1	6/28/2012 12:00:00 AM	103	0.532119274486387	1.06	1	0	0	0	Convenience store
17322	103335	1	6/29/2012 12:00:00 AM	103	0.532119274486387	1.06	1	0	0	0	Convenience store
48811	103413	1	10/26/2012 12:00:00 AM	103	0.547925492548224	4.5	0	0	0	1	Convenience store
61508	103759	2	7/7/2012 12:00:00 AM	103	0.332997342127887	5.14	0	0	0	1	Convenience store
56271	104255	3	11/28/2012 12:00:00 AM	103	2214.52166784735	6	0	0	0	1	Convenience store
62179	104301	2	12/20/2012 12:00:00 AM	103	23.8428322071911	8.34	0	1	0	0	Convenience store
55309	104466	2	11/23/2012 12:00:00 AM	103		5.51	0	0	1	0	Convenience store
35044	104499	1	9/7/2012 12:00:00 AM	103		1.08	1	0	0	0	Convenience store
33435	104768	2	8/31/2012 12:00:00 AM	103	22.0257077336541	2.99	0	1	0	0	Convenience store
56769	104887	2	8/20/2012 12:00:00 AM	103		13.21	0	0	0	1	Convenience store
70126	104904	1	10/16/2012 12:00:00 AM	103		4.96	1	0	0	0	Convenience store
59307	105177	2	7/10/2012 12:00:00 AM	103		2.49	0	0	0	0	Convenience store
19725	105686	1	7/14/2012 12:00:00 AM	103	1.13394655932089	1.89	0	0	0	1	Convenience store
19729	105686	1	7/15/2012 12:00:00 AM	103	1.13394655932089	0.96	0	0	0	1	Convenience store
11836	105716	1	5/31/2012 12:00:00 AM	103		1.17	0	0	0	1	Convenience store
11839	105716	1	6/1/2012 12:00:00 AM	103		3.81	0	0	0	1	Convenience store
12187	105716	2	6/2/2012 12:00:00 AM	103	5.34299985695445	1.15	0	0	0	1	Convenience store
12188	105716	2	6/2/2012 12:00:00 AM	103	5.34299985695445	1.15	0	0	0	1	Convenience store
12190	105716	2	6/3/2012 12:00:00 AM	103	5.34299985695445	1.15	0	0	0	0	Convenience store
12191	105716	2	6/3/2012 12:00:00 AM	103	5.34299985695445	1.15	0	0	0	1	Convenience store
12193	105716	2	6/4/2012 12:00:00 AM	103	5.34299985695445	1.15	0	0	0	1	Convenience store
12194	105716	2	6/4/2012 12:00:00 AM	103	5.34299985695445	1.15	0	0	0	1	Convenience store
13663	105716	2	6/5/2012 12:00:00 AM	103		1.15	0	0	1	0	Convenience store
13664	105716	2	6/5/2012 12:00:00 AM	103	5.34299985695445	1.15	0	0	0	1	Convenience store
13667	105716	2	6/6/2012 12:00:00 AM	103		1.15	0	0	0	1	Convenience store
13668	105716	2	6/6/2012 12:00:00 AM	103	5.34299985695445	1.15	0	0	0	1	Convenience store
42298	106189	1	10/3/2012 12:00:00 AM	103	1.69164663312633	5.18	0	0	0	1	Convenience store
57200	106310	3	6/30/2012 12:00:00 AM	103	2450.67983367717	2.18	0	0	0	1	Convenience store
57222	106310	3	7/1/2012 12:00:00 AM	103	2450.67983367717	2.18	0	0	0	1	Convenience store
57223	106310	3	7/3/2012 12:00:00 AM	103		1	0	0	0	1	Convenience store
33708	106400	1	9/1/2012 12:00:00 AM	103	15.2391765688331	2.53	1	0	0	0	Convenience store
34445	106400	1	9/4/2012 12:00:00 AM	103	15.2391765688331	2.53	1	0	0	0	Convenience store
62521	106400	1	9/1/2012 12:00:00 AM	103	15.2391765688331	2.53	0	0	0	1	Convenience store
13921	106419	6	6/12/2012 12:00:00 AM	103	0.375320538379239	9.44	0	0	0	1	Convenience store
12236	106475	1	6/4/2012 12:00:00 AM	103	1.25832921995001	5.38	1	0	0	0	Convenience store
37240	106492	2	9/14/2012 12:00:00 AM	103	6.40220850746901	1.27	0	0	0	1	Convenience store
45576	106728	1	6/8/2012 12:00:00 AM	103			0	0	0	0	Convenience store
70010	106728	3	6/8/2012 12:00:00 AM	103	0.421644464092571	2.99	0	0	0	0	Convenience store
70157	106942	1	10/10/2012 12:00:00 AM	103		6.4	0	0	0	1	Convenience store
46011	107141	1	10/17/2012 12:00:00 AM	103	0.229014597816162	2.16	0	0	0	1	Convenience store
28573	107187	2	5/14/2012 12:00:00 AM	103		4.07	0	0	0	1	Convenience store
11478	107265	3	5/23/2012 12:00:00 AM	103		0	0	0	0	1	Convenience store
11491	107265	5	5/23/2012 12:00:00 AM	103		0	0	0	0	1	Convenience store
11493	107265	5	5/24/2012 12:00:00 AM	103		2.58	0	0	0	1	Convenience store
11494	107265	5	5/26/2012 12:00:00 AM	103		2.16	0	1	0	0	Convenience store
6841	107280	2	5/7/2012 12:00:00 AM	103		3	0	1	0	0	Convenience store
52067	107388	1	11/14/2012 12:00:00 AM	103	0.205251571497057	6.16	0	0	0	1	Convenience store
36580	107925	4	9/12/2012 12:00:00 AM	103		1.07	1	0	0	0	Convenience store
8065	107946	1	5/14/2012 12:00:00 AM	103	0.49255940056408	4.87	0	0	0	1	Convenience store
8070	107946	2	5/13/2012 12:00:00 AM	103	0.49255940056408	2.58	0	1	0	0	Convenience store
32420	107956	1	7/3/2012 12:00:00 AM	103	0.628745197293177	2.1	0	0	0	1	Convenience store
21057	108034	2	7/19/2012 12:00:00 AM	103	0.296452295188192	5.45	0	0	0	1	Convenience store
34153	108045	2	8/31/2012 12:00:00 AM	103		5.41	0	1	0	0	Convenience store
28786	108131	5	8/15/2012 12:00:00 AM	103	0.315055633976499	3.21	0	0	0	1	Convenience store
28809	108131	2	8/14/2012 12:00:00 AM	103	0.315055633976499	2	0	0	0	1	Convenience store
30438	108131	2	8/17/2012 12:00:00 AM	103	0.315055633976499	2	0	0	0	1	Convenience store
30449	108131	3	8/18/2012 12:00:00 AM	103	0.315055633976499	1.65	0	0	0	1	Convenience store
50608	108195	2	11/5/2012 12:00:00 AM	103		2.99	0	0	0	1	Convenience store
29743	108305	1	8/9/2012 12:00:00 AM	103	7.72730082974671	3.79	1	0	0	0	Convenience store
29744	108305	1	8/10/2012 12:00:00 AM	103	7.72730082974671	2.6	1	0	0	0	Convenience store
29749	108305	1	8/14/2012 12:00:00 AM	103	7.72730082974671	2.6	1	0	0	0	Convenience store
36374	108383	2	9/11/2012 12:00:00 AM	103	0.218699868014257	1.09	0	0	0	1	Convenience store
49986	108426	3	10/26/2012 12:00:00 AM	103	22.3993536193843	8.96	0	1	0	0	Convenience store
58206	108540	2	12/5/2012 12:00:00 AM	103	0.635713004007056	3.75	1	0	0	0	Convenience store
58210	108540	2	12/6/2012 12:00:00 AM	103	0.635713004007056	3.75	1	0	0	0	Convenience store
38442	108566	1	9/19/2012 12:00:00 AM	103		1.06	1	0	0	0	Convenience store
70399	108913	2	12/11/2012 12:00:00 AM	103		1.5	1	0	0	0	Convenience store
61393	108926	1	5/12/2012 12:00:00 AM	103	2.85230127013464	5	1	0	0	0	Convenience store
60178	109210	1	9/21/2012 12:00:00 AM	103		4.99	0	1	0	0	Convenience store
53115	109220	1	11/16/2012 12:00:00 AM	103	6.48535075518263	12.48	0	0	0	1	Convenience store
27927	109552	1	6/10/2012 12:00:00 AM	103	0.878269386916744	7.83	0	0	0	1	Convenience store
27930	109552	1	6/11/2012 12:00:00 AM	103	0.878269386916744	3.93	0	0	0	1	Convenience store
27944	109552	1	6/13/2012 12:00:00 AM	103	0.878269386916744	8.52	0	0	0	1	Convenience store
27950	109552	1	6/15/2012 12:00:00 AM	103	0.878269386916744	6.02	0	0	0	1	Convenience store
8996	109789	1	5/17/2012 12:00:00 AM	103		1.39	0	0	0	1	Convenience store
56166	110193	1	11/29/2012 12:00:00 AM	103	10.5271182680178	1.69	1	0	0	0	Convenience store
29301	110207	2	8/17/2012 12:00:00 AM	103	0.561767234738284	1.69	0	0	0	1	Convenience store
17187	110252	2	6/30/2012 12:00:00 AM	103	10.2579392900136	1.05	1	0	0	0	Convenience store
17189	110252	2	6/29/2012 12:00:00 AM	103		3	1	0	0	0	Convenience store
17190	110252	2	6/28/2012 12:00:00 AM	103	13.4816941407734	2.1	0	1	0	0	Convenience store
17193	110252	2	7/1/2012 12:00:00 AM	103		1.05	1	0	0	0	Convenience store
17425	110252	2	6/28/2012 12:00:00 AM	103		1.05	1	0	0	0	Convenience store
17426	110252	2	6/28/2012 12:00:00 AM	103	13.4816941407734	1.05	0	0	0	1	Convenience store
17427	110252	2	6/29/2012 12:00:00 AM	103	13.4816941407734	3	0	0	0	1	Convenience store
17428	110252	2	6/30/2012 12:00:00 AM	103	10.2579392900136	1.05	1	0	0	0	Convenience store
17432	110252	2	7/1/2012 12:00:00 AM	103	10.235284422707	1.05	1	0	0	0	Convenience store
62341	110252	1	6/28/2012 12:00:00 AM	103		1.05	0	0	0	1	Convenience store
62343	110252	2	6/30/2012 12:00:00 AM	103		2.1	1	1	0	0	Convenience store
62345	110252	2	7/3/2012 12:00:00 AM	103	1.48383458778466	1.05	1	0	0	0	Convenience store
64058	110347	1	7/11/2012 12:00:00 AM	103		200	1	1	1	1	Convenience store
20307	110401	1	7/16/2012 12:00:00 AM	103	15.0081671336203	2.78	0	0	0	1	Convenience store
17731	110423	1	7/1/2012 12:00:00 AM	103	0.261588319264525	0	0	1	0	0	Convenience store
18191	110423	1	7/4/2012 12:00:00 AM	103	0.261588319264525	0	0	1	0	0	Convenience store
18228	110423	3	7/4/2012 12:00:00 AM	103	0.261588319264525	5.94	0	0	0	1	Convenience store
62841	110423	2	7/2/2012 12:00:00 AM	103	3.8553438365196	5.48	0	0	0	1	Convenience store
44136	110625	1	10/11/2012 12:00:00 AM	103	9.54845606158557	5.3	1	0	0	0	Convenience store
61613	110640	2	8/13/2012 12:00:00 AM	103		13	0	0	0	1	Convenience store
28773	110738	1	8/15/2012 12:00:00 AM	103	12.1322699340023	1.61	0	0	0	1	Convenience store
51236	110758	1	11/12/2012 12:00:00 AM	103	2156.32781646516	1.59	0	0	0	1	Convenience store
28007	110779	1	8/12/2012 12:00:00 AM	103		2	0	0	0	1	Convenience store
25279	110850	1	8/5/2012 12:00:00 AM	103	4.76307882915805	2.65	0	0	0	1	Convenience store
14978	110969	1	6/16/2012 12:00:00 AM	103		10.76	1	0	0	0	Convenience store
58427	110969	2	6/16/2012 12:00:00 AM	103	1.98588837804113	4.59	0	0	0	1	Convenience store
64000	111272	1	6/12/2012 12:00:00 AM	103	1.14900201784305	20	0	0	0	0	Convenience store
16551	111558	2	6/26/2012 12:00:00 AM	103	41.441298883688	0.99	0	1	0	0	Convenience store
17494	111558	2	6/28/2012 12:00:00 AM	103	41.441298883688	8.64	1	0	0	0	Convenience store
17495	111558	2	6/29/2012 12:00:00 AM	103	41.441298883688	2.18	0	1	0	0	Convenience store
17496	111558	2	6/29/2012 12:00:00 AM	103	41.441298883688	8.16	1	0	0	0	Convenience store
47401	111635	2	10/19/2012 12:00:00 AM	103		5.41	0	0	0	1	Convenience store
48212	111635	1	10/25/2012 12:00:00 AM	103	1.00823217330282	8	0	0	0	1	Convenience store
69116	111635	1	10/19/2012 12:00:00 AM	103		8	0	0	0	1	Convenience store
69589	112312	2	10/14/2012 12:00:00 AM	103		1.47	0	0	0	1	Convenience store
68276	112526	2	11/9/2012 12:00:00 AM	103	1.63299702211847	4.89	1	0	0	0	Convenience store
68300	112526	2	11/12/2012 12:00:00 AM	103	1.26983819613258	9.35	1	0	0	0	Convenience store
48919	112960	1	10/26/2012 12:00:00 AM	103		2.18	0	0	0	1	Convenience store
68378	112960	1	11/1/2012 12:00:00 AM	103	2.56537636165439	3.27	0	1	0	0	Convenience store
35068	113057	4	9/2/2012 12:00:00 AM	103	4.46332872841945	8.46	0	0	0	1	Convenience store
35070	113057	4	9/3/2012 12:00:00 AM	103	4.26613353975401	5.36	0	0	0	1	Convenience store
35603	113057	4	9/7/2012 12:00:00 AM	103	0.766000933001135	6.62	0	0	0	1	Convenience store
45078	113193	3	10/12/2012 12:00:00 AM	103	51.1913593435673	1.49	0	0	0	1	Convenience store
44872	113577	1	10/13/2012 12:00:00 AM	103	0.189945221448445	1.98	0	0	0	1	Convenience store
50920	113741	2	11/9/2012 12:00:00 AM	103	12.7096572908088	9.28	0	0	0	1	Convenience store
59144	113846	2	6/21/2012 12:00:00 AM	103	9.14298320746504	2.68	1	0	0	0	Convenience store
37781	113951	2	9/15/2012 12:00:00 AM	103		2.14	0	0	0	1	Convenience store
60274	113994	2	9/11/2012 12:00:00 AM	103	7.45767671390364	2.02	0	0	0	1	Convenience store
26571	114089	4	8/7/2012 12:00:00 AM	103	0.321977496904455	8.07	0	0	0	1	Convenience store
27254	114089	4	8/11/2012 12:00:00 AM	103	5.99901120502031	4.22	0	0	0	1	Convenience store
43672	114358	3	10/9/2012 12:00:00 AM	103	0.489054468996879	3.1	1	0	0	0	Convenience store
27233	114591	1	8/11/2012 12:00:00 AM	103	0.490904409432507	3.67	0	0	0	1	Convenience store
11831	114892	2	6/1/2012 12:00:00 AM	103		3.1	0	0	0	1	Convenience store
15457	114933	1	6/20/2012 12:00:00 AM	103	4.04333934430435	4.09	0	0	0	1	Convenience store
15462	114933	1	6/21/2012 12:00:00 AM	103	4.04333934430435	5.93	0	0	0	1	Convenience store
15463	114933	1	6/21/2012 12:00:00 AM	103	0.150936187189402	2.83	0	0	0	1	Convenience store
15464	114933	2	6/21/2012 12:00:00 AM	103	2.83759476349078	2.99	0	0	0	1	Convenience store
15988	114933	1	6/22/2012 12:00:00 AM	103	4.04333934430435	1.39	0	0	0	1	Convenience store
